ticker,fetch_date,trailingPE,forwardPE,priceToBook,priceToSales,enterpriseToEbitda,enterpriseToRevenue,profitMargins,operatingMargins,returnOnAssets,returnOnEquity,grossMargins,earningsGrowth,revenueGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,dividendYield,payoutRatio,marketCap,enterpriseValue,beta,averageVolume,52WeekChange,trailingEps,forwardEps,bookValue,sector,industry
TSN,2025-12-16,44.759396,13.721775,1.1619691,0.38605663,10.523,0.547,0.00871,-0.0049799997,0.025710002,0.0276,0.066929996,-0.87,0.022,-0.868,53.19,1.552,0.587,3.41,1.5038,21017309184,29759469568.0,0.463,3147295,0.008585811,1.33,4.33836,51.232,Consumer Defensive,Farm Products
TSLA,2025-12-16,323.34012,210.49579,19.756838,16.529808,139.237,15.678,0.05314,0.06628,0.0235,0.06791,0.17006999,-0.371,0.116,-0.368,17.082,2.066,1.486,,0.0,1580795035648,1499304951808.0,1.878,84922285,-0.043554366,1.47,2.25805,24.058,Consumer Cyclical,Auto Manufacturers
TT,2025-12-16,29.937075,26.536713,10.528182,4.1738143,21.453,4.287,0.13926,0.20219,0.114209995,0.3721,0.36421,0.114,0.055,0.098,55.305,1.205,0.796,0.96,0.28,87864639488,90252181504.0,1.194,1267214,-0.0015314221,13.19,14.88014,37.506,Industrials,Building Products & Equipment
TXN,2025-12-16,32.476276,28.832819,9.72939,9.370969,21.994,9.955,0.29208001,0.36736,0.10697,0.29757,0.57483,0.007,0.142,0.001,84.477,4.45,2.806,3.17,0.9909,161799143424,171885150208.0,0.989,7716816,-0.046247065,5.48,6.17248,18.292,Technology,Semiconductors
TTWO,2025-12-16,,30.758627,13.161832,7.2653112,59.876,7.398,-0.64265,-0.054970004,-0.0062599997,-0.86609,0.59538,,0.311,,102.325,1.154,1.018,,0.0,45189509120,46014742528.0,0.957,1653867,0.29871452,-22.77,7.95094,18.581,Communication Services,Electronic Gaming & Multimedia
TTD,2025-12-16,41.125,17.358395,6.745573,6.3410897,26.875,5.968,0.15717,0.21802999,0.05764,0.16783,0.78812,0.211,0.177,0.227,14.456,1.71,1.644,,0.0,17694842880,16654281728.0,1.069,13761888,-0.7285587,0.88,2.08487,5.365,Communication Services,Advertising Agencies
TXT,2025-12-16,19.242887,12.838013,2.067231,1.1007497,11.475,1.269,0.05809,0.09495,0.043670002,0.11465,0.17799,0.105,0.051,0.049,55.332,1.838,0.693,0.09,0.0175,15671373824,18061451264.0,1.013,1379838,0.0886724,4.57,6.84997,42.54,Industrials,Aerospace & Defense
TYL,2025-12-16,63.31445,35.54627,5.3371224,8.414087,41.853,8.397,0.13719,0.16434999,0.045840003,0.091680005,0.46058,0.109,0.097,0.112,17.86,1.028,0.976,,0.0,19338029056,19297781760.0,0.912,387872,-0.25051814,7.06,12.57516,83.753,Technology,Software - Application
UAL,2025-12-16,10.791583,8.405119,2.4367065,0.5973476,6.508,0.901,0.05643,0.0888,0.04435,0.25588,0.3439,0.0,0.026,-0.017,218.897,0.667,0.581,,0.0,34866581504,52581167104.0,1.304,6235354,0.12475002,9.98,12.81362,44.199,Industrials,Airlines
UHS,2025-12-16,10.660476,9.500352,1.9509877,0.8384164,7.451,1.12,0.08093,0.11605,0.08218,0.20028,0.43578,0.542,0.134,0.442,70.037,1.031,0.854,0.36,0.0381,14246793216,19034413056.0,1.274,658029,0.21905804,21.0,23.56439,114.747,Healthcare,Medical Care Facilities
UDR,2025-12-16,81.34091,63.910717,3.6628802,7.732982,18.299,10.717,0.08595,0.20661,0.02016,0.03649,0.66774005,0.976,0.066,0.788,144.858,0.159,0.002,4.84,3.8864002,13474543616,18673729536.0,0.708,2754670,-0.19995499,0.44,0.56,9.771,Real Estate,REIT - Residential
UBER,2025-12-16,10.535393,19.271107,6.0516005,3.441088,33.144,3.535,0.33542,0.082650006,0.051609997,0.72994006,0.3415,1.585,0.204,1.537,45.755,1.154,0.98,,0.0,170712367104,175366193152.0,1.192,18506914,0.3945601,7.77,4.24781,13.527,Technology,Software - Application
ULTA,2025-12-16,22.677408,20.891796,9.992226,2.2123408,15.614,2.425,0.09932,0.10828,0.15153,0.47967,0.42902002,0.0,0.129,-0.047,97.784,1.328,0.174,,0.0,26508441600,29057574912.0,0.866,647898,0.42028475,26.07,28.29819,59.166,Consumer Cyclical,Specialty Retail
UNP,2025-12-16,20.413414,18.994125,8.242614,5.811024,13.981,7.103,0.2873,0.41030997,0.09198,0.41619,0.56144,0.095,0.025,0.07,189.829,0.748,0.527,2.3,0.4584,142637400064,174348959744.0,0.995,3639827,0.04380548,11.78,12.66023,29.174,Industrials,Railroads
UPS,2025-12-16,15.46677,13.968902,5.3630953,0.9487606,9.312,1.207,0.061490003,0.10175,0.07118,0.33618,0.21691,-0.141,-0.037,-0.148,184.32,1.305,1.174,6.5,1.0124,84897947648,108023070720.0,1.094,7470464,-0.20735157,6.47,7.16377,18.659,Industrials,Integrated Freight & Logistics
UNH,2025-12-16,17.765625,19.198017,3.2262948,0.7100429,12.626,0.848,0.04042,0.03813,0.05361,0.17476,0.19701,-0.602,0.122,-0.612,75.734,0.823,0.745,2.59,0.44919997,308981563392,369199874048.0,0.432,8337287,-0.29593015,19.2,17.76746,105.725,Healthcare,Healthcare Plans
URI,2025-12-16,20.876867,17.142286,5.7421002,3.261898,14.815,4.177,0.15826,0.26484,0.08681,0.28781,0.38984,0.02,0.059,-0.01,169.022,0.898,0.734,0.87,0.18040001,52144701440,66769186816.0,1.678,602693,0.07900953,38.82,47.27724,141.14,Industrials,Rental & Leasing Services
USB,2025-12-16,12.290618,11.009486,1.4786773,3.2131217,,3.886,0.27632,0.39486,0.01044,0.1172,0.0,0.185,0.072,0.167,,,,3.82,0.46220002,83582935040,101091868672.0,1.109,8990098,0.06882751,4.37,4.87852,36.323,Financial Services,Banks - Regional
VICI,2025-12-16,10.874524,10.017513,1.1045883,7.701538,13.147,12.151,0.70175004,0.97673,0.05009,0.10357001,0.99073,0.014,0.044,0.04,62.925,37.05,37.048,6.16,0.66440004,30568005632,48228474880.0,0.714,11024911,-0.046256244,2.63,2.855,25.892,Real Estate,REIT - Diversified
VLTO,2025-12-16,27.473972,24.04727,8.745857,4.566995,18.995,4.697,0.16746001,0.23219,0.11594,0.37978,0.60015,0.08,0.068,0.091,100.772,1.568,1.301,0.45,0.1205,24899258368,25605431296.0,1.107,1608983,-0.04591149,3.65,4.17012,11.466,Industrials,Pollution & Treatment Controls
VLO,2025-12-16,34.979164,13.024267,2.1559086,0.44750825,9.618,0.516,0.01283,0.05527,0.03586,0.052389998,0.06164,2.096,-0.032,2.008,39.561,1.596,1.002,2.69,0.9272,52158427136,60142104576.0,0.759,2676459,0.34758592,4.8,12.89132,77.879,Energy,Oil & Gas Refining & Marketing
V,2025-12-16,34.008827,24.044651,17.897535,16.736553,24.036,16.842,0.50145,0.6575,0.17261,0.52068,0.97765,-0.014,0.115,-0.043,68.807,1.078,0.757,0.77,0.2314,669462102016,673672986624.0,0.822,6388708,0.09277415,10.2,14.42691,19.382,Financial Services,Credit Services
VMC,2025-12-16,35.068558,30.167267,4.4837384,4.973306,18.808,5.565,0.14189,0.23622,0.06404,0.13520999,0.28226998,0.808,0.144,0.806,56.296,2.231,1.353,0.66,0.22790001,39200595968,43864322048.0,1.064,943500,0.08542085,8.46,9.8345,66.168,Basic Materials,Building Materials
VRSK,2025-12-16,33.573845,28.51636,80.73621,10.064367,22.182,10.908,0.30418,0.45529,0.15722,2.68133,0.69622004,0.045,0.059,0.025,1295.046,1.193,1.143,0.83,0.26770002,30489999360,33044359168.0,0.814,1456837,-0.22510886,6.5,7.6528,2.703,Industrials,Consulting Services
VST,2025-12-16,60.521584,17.744951,20.841076,3.3161182,14.678,4.445,0.06701,0.21042,0.03592,0.1731,0.34809,-0.667,-0.209,-0.655,335.784,0.995,0.35,0.54,0.3223,57007390720,76414386176.0,1.398,4590240,0.21699941,2.78,9.48157,8.073,Utilities,Utilities - Independent Power Producers
VRTX,2025-12-16,32.047115,22.51428,6.6822586,9.966458,23.396,9.403,0.31349,0.40268,0.12039,0.22307,0.52716,0.047,0.11,0.036,10.594,2.362,1.84,,0.0,116839784448,110238859264.0,0.321,1497806,-0.03665501,14.22,20.24093,68.197,Healthcare,Biotechnology
VRSN,2025-12-16,28.158323,25.036074,-10.958681,13.889267,20.832,14.514,0.49855998,0.67836,0.47981,,0.8797,0.097,0.073,0.057,,0.527,0.481,1.27,0.17950001,22593671168,23609300992.0,0.778,942075,0.23969054,8.59,9.66126,-22.072,Technology,Software - Infrastructure
VTR,2025-12-16,148.50945,139.30974,2.989025,6.6688967,23.488,8.944,0.042930003,0.15584,0.021370001,0.021559998,0.41854998,2.016,0.218,2.432,100.11,0.524,0.411,2.47,3.566,36972670976,49584287744.0,0.794,3004222,0.29292595,0.53,0.565,26.333,Real Estate,REIT - Healthcare Facilities
VZ,2025-12-16,8.69936,8.485398,1.6376991,1.2512102,6.798,2.482,0.14428,0.23932,0.05175,0.19875,0.59415,0.5,0.015,0.497,164.799,0.739,0.574,6.75,0.5805,172030148608,341230649344.0,0.32,27656690,0.0026973486,4.69,4.80826,24.913,Communication Services,Telecom Services
VTRS,2025-12-16,,4.7346983,0.88817793,0.95303786,6.694,1.913,-0.26134002,0.107609995,0.02184,-0.21087,0.40068,,0.002,,97.03,1.351,0.644,4.12,9.6,13461087232,27026618368.0,0.833,8899833,-0.07466245,-3.13,2.46267,13.128,Healthcare,Drug Manufacturers - Specialty & Generic
WAB,2025-12-16,31.350801,21.176205,3.3316832,3.414071,18.011,3.883,0.10941,0.18468,0.05862,0.11147001,0.34186,0.11,0.084,0.095,51.131,1.424,0.664,0.47,0.1381,36820758528,41874931712.0,0.994,927850,0.081840634,6.87,10.17085,64.646,Industrials,Railroads
WAT,2025-12-16,35.457222,26.954351,9.843443,7.3884597,22.506,7.735,0.20891,0.27392998,0.11534,0.32987,0.58963,-0.077,0.08,-0.078,66.042,1.534,0.965,,0.0,22945880064,24020633600.0,1.163,663532,0.03106606,10.87,14.29899,39.155,Healthcare,Diagnostics & Research
WDC,2025-12-16,24.196905,18.16387,9.99303,5.8240705,,,0.25459,0.15403,0.0828,0.29707,0.40618,,,,,1.213,0.844,0.28,0.028199999,58974539776,,1.886,9313885,2.6091866,7.11,9.47155,17.216,Technology,Computer Hardware
WDAY,2025-12-16,91.059326,20.052963,6.389558,6.2158275,46.273,6.066,0.06955,0.10855,0.03178,0.073359996,0.75636,0.306,0.126,0.306,42.719,1.829,1.721,,0.0,57378299904,55990870016.0,1.151,2950017,-0.19251108,2.36,10.71662,33.633,Technology,Software - Application
WBD,2025-12-16,156.36842,-140.02922,2.043188,1.9447279,13.505,2.767,0.01281,0.087340005,0.01055,0.00969,0.44484,,-0.06,,89.857,1.074,0.628,,0.0,73633226752,104771674112.0,1.608,45986251,1.6414096,0.19,-0.21217,14.541,Communication Services,Entertainment
WELL,2025-12-16,131.35861,78.38271,3.3620462,13.19407,37.333,14.138,0.09693,0.19906001,0.02001,0.0275,0.39834,-0.437,0.306,-0.376,46.211,6.991,4.094,1.59,1.8966,130724904960,140073877504.0,0.84,3529454,0.44494307,1.45,2.43,56.653,Real Estate,REIT - Healthcare Facilities
WEC,2025-12-16,19.935606,18.820292,2.523555,3.5864413,14.688,5.803,0.17748,0.22163,0.0306,0.12807,0.43422002,0.093,0.129,0.13,151.448,0.498,0.261,3.67,0.6652,34240473088,55401967616.0,0.556,2174277,0.096821904,5.28,5.5929,41.711,Utilities,Utilities - Regulated Electric
WFC,2025-12-16,15.279606,13.402139,1.7778543,3.7636545,,3.997,0.26629,0.33717,0.01064,0.115200005,0.0,0.169,0.075,0.093,,,,1.94,0.2718,297599696896,316025470976.0,1.108,14901483,0.30998445,6.08,6.93173,52.254,Financial Services,Banks - Diversified
WM,2025-12-16,34.381104,26.152153,9.239885,3.5488193,15.123,4.44,0.10345,0.18872999,0.07051,0.29328,0.39993998,-0.207,0.149,-0.207,245.399,0.843,0.731,1.53,0.5079,87953932288,110050164736.0,0.586,1929308,0.03162682,6.35,8.34807,23.628,Industrials,Waste Management
WMB,2025-12-16,30.818653,25.521324,5.8216696,6.2716365,16.402,8.914,0.20462999,0.39554,0.04536,0.16902,0.61224,-0.085,0.083,-0.084,188.338,0.422,0.254,3.35,1.0233,72638095360,103247618048.0,0.637,7361082,0.11268389,1.93,2.3306,10.217,Energy,Oil & Gas Midstream
WMT,2025-12-16,40.835667,39.17747,9.6889,1.3244219,23.28,1.414,0.03259,0.0373,0.06539,0.23661,0.24906999,0.352,0.058,0.342,66.747,0.803,0.196,0.81,0.3191,931149316096,994378514432.0,0.641,18195254,0.223014,2.86,2.98105,12.054,Consumer Defensive,Discount Stores
WRB,2025-12-16,14.516806,14.884958,2.6788137,1.7919642,9.813,1.766,0.13007,0.17723,0.03825,0.20887,0.43851003,0.407,0.108,0.398,31.481,0.399,0.243,0.52,0.0714,26259464192,25877944320.0,0.375,3021483,0.17807984,4.76,4.64227,25.795,Financial Services,Insurance - Property & Casualty
WTW,2025-12-16,15.826316,17.131975,4.10726,3.290094,13.436,3.606,0.21576001,0.18881,0.05075,0.27633,0.42856997,,-0.0,,75.685,1.104,0.327,1.13,0.1742,32265949184,35364093952.0,0.635,637180,0.052812934,20.9,19.30717,80.533,Financial Services,Insurance Brokers
WSM,2025-12-16,20.444323,20.271488,10.795877,2.797906,13.53,2.904,0.14297,0.16950001,0.17867,0.56918997,0.46307,0.048,0.046,0.018,70.88,1.427,0.541,1.41,0.2811,22136764416,22975727616.0,1.548,1180924,-0.05357951,9.07,9.14733,17.176,Consumer Cyclical,Specialty Retail
WST,2025-12-16,40.33531,34.93244,6.4055977,6.480842,23.999,6.373,0.16293,0.21849,0.10222,0.16945,0.35578,0.038,0.077,0.029,9.93,2.87,2.016,0.32,0.1244,19558533120,19233036288.0,1.166,699390,-0.19954526,6.74,7.78245,42.441,Healthcare,Medical Instruments & Supplies
WY,2025-12-16,50.760868,92.58525,1.7833956,2.3822513,21.525,3.105,0.0468,0.02854,0.019270001,0.03419,0.16516,1.859,0.021,1.857,58.233,1.227,0.58,3.59,1.8043,16847281152,21955938304.0,1.088,5861866,-0.20388019,0.46,0.2522,13.093,Real Estate,REIT - Specialty
WYNN,2025-12-16,27.993347,21.585257,-35.12799,1.8460865,12.168,3.121,0.07092,0.16931999,0.05691,,0.6855,,0.083,,,1.757,1.605,0.81,0.2217,13127036928,22195070976.0,1.092,1675085,0.34471512,4.51,5.8489,-3.594,Consumer Cyclical,Resorts & Casinos
XEL,2025-12-16,23.085367,18.388594,2.114316,3.148116,13.869,5.549,0.13459,0.26615998,0.02236,0.09449001,0.45031,-0.272,0.074,-0.232,167.891,0.795,0.478,3.03,0.6883,44791394304,78954217472.0,0.453,4880216,0.10384846,3.28,4.11777,35.813,Utilities,Utilities - Regulated Electric
XYL,2025-12-16,35.631443,24.865467,3.0038023,3.7845285,18.617,3.881,0.10659,0.15653,0.047989998,0.08555,0.38228,0.045,0.078,0.046,18.253,1.957,1.32,1.17,0.4021,33659596800,34515607552.0,1.174,1319288,0.13521564,3.88,5.55992,46.025,Industrials,Specialty Industrial Machinery
XOM,2025-12-16,17.11628,16.291475,1.9059334,1.5388435,8.704,1.646,0.091809995,0.11057,0.05108,0.11424,0.31222,-0.083,-0.051,-0.123,15.672,1.137,0.759,3.47,0.5756,502040002560,536967610368.0,0.379,14828767,0.10008335,6.88,7.22832,61.786,Energy,Oil & Gas Integrated
YUM,2025-12-16,29.926073,23.076035,-5.697881,5.2981715,18.936,6.622,0.17951,0.34410998,0.24031,,0.46173,0.044,0.084,0.039,,1.694,1.458,1.88,0.54580003,42708561920,53381234688.0,0.668,2032659,0.12120533,5.14,6.66579,-26.996,Consumer Cyclical,Restaurants
XYZ,2025-12-16,13.012195,19.59116,1.7329398,1.6278447,23.136,1.611,0.13081001,0.06871,0.0226,0.14692001,0.41118,0.644,0.023,0.627,36.049,2.183,1.257,,0.0,39025565696,38628655104.0,2.658,7346551,-0.31517714,4.92,3.2678,36.943,Technology,Software - Infrastructure
ZBH,2025-12-16,22.710073,10.850603,1.4360958,2.2866244,9.503,3.132,0.100530006,0.17003,0.043330003,0.06421,0.71624,-0.057,0.097,-0.073,64.523,2.428,1.209,1.05,0.2382,18317920256,25091848192.0,0.612,1906953,-0.15241534,4.07,8.51842,64.362,Healthcare,Medical Devices
ZBRA,2025-12-16,26.742945,14.962792,3.5922332,2.5668335,15.302,2.836,0.09743,0.14621,0.06394,0.14286,0.48391998,-0.254,0.052,-0.263,62.984,1.607,1.132,,0.0,13488710656,14903702528.0,1.675,652159,-0.32053167,9.92,17.72998,73.851,Technology,Communication Equipment
ZTS,2025-12-16,20.367004,17.837633,9.894496,5.705687,14.407,6.119,0.28211,0.39333,0.15089,0.49868,0.71736,0.085,0.005,0.057,135.05,3.643,2.006,1.79,0.32529998,53616340992,57498656768.0,0.971,4101359,-0.30522865,5.94,6.78229,12.227,Healthcare,Drug Manufacturers - Specialty & Generic
